,sentence_text,tokens,profession,g,profession_first_index,g_first_index,predicted gender,stereotype,distance,num_of_pronouns,corpus,data_index
10809,"After three such escapades a doctor told her mother , “ There is nothing wrong with this child that discipline and exhaustion wo n’t cure .","['After', 'three', 'such', 'escapades', 'a', 'doctor', 'told', 'her', 'mother', ',', '“', 'There', 'is', 'nothing', 'wrong', 'with', 'this', 'child', 'that', 'discipline', 'and', 'exhaustion', 'wo', 'n’t', 'cure', '.']",doctor,her,5,7,female,-1,2,1,wikipedia,21
10810,A Lanzarote Hospital doctor reported that she might have only hours to live .,"['A', 'Lanzarote', 'Hospital', 'doctor', 'reported', 'that', 'she', 'might', 'have', 'only', 'hours', 'to', 'live', '.']",doctor,she,3,6,female,-1,3,1,wikipedia,4
10811,"She became the high priestess after the death of the previous high priest ( "" krivis "" ) and her husband Jonas Trinkūnas in 2014 .","['She', 'became', 'the', 'high', 'priestess', 'after', 'the', 'death', 'of', 'the', 'previous', 'high', 'priest', '(', '""', 'krivis', '""', ')', 'and', 'her', 'husband', 'Jonas', 'Trinkūnas', 'in', '2014', '.']",priest,her,12,19,female,-1,7,2,wikipedia,20
10812,"Cecilie 's youngest child , Johanna , who was not on the plane , was adopted by her uncle Prince Louis of Hesse and by Rhine but the little girl only survived her parents and older brothers by eighteen months , dying in 1939 of meningitis .","['Cecilie', ""'s"", 'youngest', 'child', ',', 'Johanna', ',', 'who', 'was', 'not', 'on', 'the', 'plane', ',', 'was', 'adopted', 'by', 'her', 'uncle', 'Prince', 'Louis', 'of', 'Hesse', 'and', 'by', 'Rhine', 'but', 'the', 'little', 'girl', 'only', 'survived', 'her', 'parents', 'and', 'older', 'brothers', 'by', 'eighteen', 'months', ',', 'dying', 'in', '1939', 'of', 'meningitis', '.']",child,her,3,17,female,-1,14,2,wikipedia,1
10813,"It is her ambition to someday become a top trader herself , but Oak condescendingly insists that Casey will never make the grade .","['It', 'is', 'her', 'ambition', 'to', 'someday', 'become', 'a', 'top', 'trader', 'herself', ',', 'but', 'Oak', 'condescendingly', 'insists', 'that', 'Casey', 'will', 'never', 'make', 'the', 'grade', '.']",trader,herself,9,10,female,-1,1,2,wikipedia,10
10814,"Despite her haughtiness , the singer desires her as does everyone else .","['Despite', 'her', 'haughtiness', ',', 'the', 'singer', 'desires', 'her', 'as', 'does', 'everyone', 'else', '.']",singer,her,5,1,female,-1,4,2,wikipedia,14
10815,"On June 23 , 1939 , Harvard University ’s astronomy professor Harlow Shapley wrote on her behalf to Radcliffe College which operated as Harvard ’s sister school .","['On', 'June', '23', ',', '1939', ',', 'Harvard', 'University', '’s', 'astronomy', 'professor', 'Harlow', 'Shapley', 'wrote', 'on', 'her', 'behalf', 'to', 'Radcliffe', 'College', 'which', 'operated', 'as', 'Harvard', '’s', 'sister', 'school', '.']",professor,her,10,15,female,-1,5,1,wikipedia,15
10816,"American jazz singer Stacey Kent covered it for her 2003 album "" The Boy Next Door "" .","['American', 'jazz', 'singer', 'Stacey', 'Kent', 'covered', 'it', 'for', 'her', '2003', 'album', '""', 'The', 'Boy', 'Next', 'Door', '""', '.']",singer,her,2,8,female,-1,6,1,wikipedia,15
10817,"The artist describes "" The Entire City "" as her "" landscape album "" .","['The', 'artist', 'describes', '""', 'The', 'Entire', 'City', '""', 'as', 'her', '""', 'landscape', 'album', '""', '.']",artist,her,1,9,female,-1,8,1,wikipedia,14
10818,"Careers developed in companies such as Metropolitan Vickers in Manchester , where engineer Gertrude Entwisle worked for her entire career .","['Careers', 'developed', 'in', 'companies', 'such', 'as', 'Metropolitan', 'Vickers', 'in', 'Manchester', ',', 'where', 'engineer', 'Gertrude', 'Entwisle', 'worked', 'for', 'her', 'entire', 'career', '.']",engineer,her,12,17,female,-1,5,1,wikipedia,15
10819,"Ja is well known for her 2011 single cover , "" Kan Hoo "" , the singer became a subject of heated debate last years over her lewd dance moves and risque puns .","['Ja', 'is', 'well', 'known', 'for', 'her', '2011', 'single', 'cover', ',', '""', 'Kan', 'Hoo', '""', ',', 'the', 'singer', 'became', 'a', 'subject', 'of', 'heated', 'debate', 'last', 'years', 'over', 'her', 'lewd', 'dance', 'moves', 'and', 'risque', 'puns', '.']",singer,her,16,26,female,-1,10,2,wikipedia,14
10820,"British singer Leona Lewis covered "" Cry Me a River "" during her debut concert tour","['British', 'singer', 'Leona', 'Lewis', 'covered', '""', 'Cry', 'Me', 'a', 'River', '""', 'during', 'her', 'debut', 'concert', 'tour']",singer,her,1,12,female,-1,11,1,wikipedia,15
10821,"Director Rob Bowman was sympathetic to her concerns , and the casting staff was able to find a replacement baby in less than 45 minutes .","['Director', 'Rob', 'Bowman', 'was', 'sympathetic', 'to', 'her', 'concerns', ',', 'and', 'the', 'casting', 'staff', 'was', 'able', 'to', 'find', 'a', 'replacement', 'baby', 'in', 'less', 'than', '45', 'minutes', '.']",Director,her,0,6,female,-1,6,1,wikipedia,15
10822,"The controversial Modernist artist , Tarsila do Amaral , also held her artworks in the exhibition as well as works of local artists such as Anita Malfatti , Victor Brecheret , John Graz , Regina Graz and Rossi Osir .","['The', 'controversial', 'Modernist', 'artist', ',', 'Tarsila', 'do', 'Amaral', ',', 'also', 'held', 'her', 'artworks', 'in', 'the', 'exhibition', 'as', 'well', 'as', 'works', 'of', 'local', 'artists', 'such', 'as', 'Anita', 'Malfatti', ',', 'Victor', 'Brecheret', ',', 'John', 'Graz', ',', 'Regina', 'Graz', 'and', 'Rossi', 'Osir', '.']",artist,her,3,11,female,-1,8,1,wikipedia,21
10823,"A week later , it was announced that the director of DETR would leave her position after receiving threats from upset people who had yet to receive unemployment benefits .","['A', 'week', 'later', ',', 'it', 'was', 'announced', 'that', 'the', 'director', 'of', 'DETR', 'would', 'leave', 'her', 'position', 'after', 'receiving', 'threats', 'from', 'upset', 'people', 'who', 'had', 'yet', 'to', 'receive', 'unemployment', 'benefits', '.']",director,her,9,14,female,-1,5,1,wikipedia,21
10824,"It is revealed The Timeless Child is The Doctor , and that her thirteen lives ( by the point of this episode ) are not her only ones and she has lived an unknown number of previous lives .","['It', 'is', 'revealed', 'The', 'Timeless', 'Child', 'is', 'The', 'Doctor', ',', 'and', 'that', 'her', 'thirteen', 'lives', '(', 'by', 'the', 'point', 'of', 'this', 'episode', ')', 'are', 'not', 'her', 'only', 'ones', 'and', 'she', 'has', 'lived', 'an', 'unknown', 'number', 'of', 'previous', 'lives', '.']",Doctor,her,8,25,female,-1,17,3,wikipedia,20
10825,"A painter , she lives and works in Alexandria , Virginia with her two dachshunds .","['A', 'painter', ',', 'she', 'lives', 'and', 'works', 'in', 'Alexandria', ',', 'Virginia', 'with', 'her', 'two', 'dachshunds', '.']",painter,her,1,12,female,-1,11,2,wikipedia,14
10826,"This was a troubled time for Bush , who had suffered a series of bereavements including the loss of her favoured guitarist , Alan Murphy , as well as her mother , Hannah , who died the year before the album 's release .","['This', 'was', 'a', 'troubled', 'time', 'for', 'Bush', ',', 'who', 'had', 'suffered', 'a', 'series', 'of', 'bereavements', 'including', 'the', 'loss', 'of', 'her', 'favoured', 'guitarist', ',', 'Alan', 'Murphy', ',', 'as', 'well', 'as', 'her', 'mother', ',', 'Hannah', ',', 'who', 'died', 'the', 'year', 'before', 'the', 'album', ""'s"", 'release', '.']",guitarist,her,21,29,female,-1,8,2,wikipedia,20
10827,Her father was a fish - trader and her mother an actress .,"['Her', 'father', 'was', 'a', 'fish', '-', 'trader', 'and', 'her', 'mother', 'an', 'actress', '.']",trader,her,6,8,female,-1,2,2,wikipedia,20
10828,Karina Yaniv is an Israeli scientist who is best known for her contributions to the field of vascular development .,"['Karina', 'Yaniv', 'is', 'an', 'Israeli', 'scientist', 'who', 'is', 'best', 'known', 'for', 'her', 'contributions', 'to', 'the', 'field', 'of', 'vascular', 'development', '.']",scientist,her,5,11,female,-1,6,1,wikipedia,1
10829,Television specials on PBS were produced for nearly every Brightman album in the US ; a director of marketing has credited these as her number - one source of exposure in the country .,"['Television', 'specials', 'on', 'PBS', 'were', 'produced', 'for', 'nearly', 'every', 'Brightman', 'album', 'in', 'the', 'US', ';', 'a', 'director', 'of', 'marketing', 'has', 'credited', 'these', 'as', 'her', 'number', '-', 'one', 'source', 'of', 'exposure', 'in', 'the', 'country', '.']",director,her,16,23,female,-1,7,1,wikipedia,14
10830,The song became Montgomery 's second major hit as a solo artist and her seventh top - twenty hit on the country songs chart .,"['The', 'song', 'became', 'Montgomery', ""'s"", 'second', 'major', 'hit', 'as', 'a', 'solo', 'artist', 'and', 'her', 'seventh', 'top', '-', 'twenty', 'hit', 'on', 'the', 'country', 'songs', 'chart', '.']",artist,her,11,13,female,-1,2,1,wikipedia,20
10831,"Elizabeth Sinclair Miller ( born 27 February 1957 ) is a British physician , surgeon , campaigner and writer noted for her outspoken stance on mental health , and bipolar disorder ( manic depression ) in particular .","['Elizabeth', 'Sinclair', 'Miller', '(', 'born', '27', 'February', '1957', ')', 'is', 'a', 'British', 'physician', ',', 'surgeon', ',', 'campaigner', 'and', 'writer', 'noted', 'for', 'her', 'outspoken', 'stance', 'on', 'mental', 'health', ',', 'and', 'bipolar', 'disorder', '(', 'manic', 'depression', ')', 'in', 'particular', '.']",physician,her,12,21,female,-1,9,1,wikipedia,14
10832,Michiel Louter writing for Dutch magazine De Groene Amsterdammer opined : It is difficult to believe that CESNUR - director Introvigne was not up - to - date on her membership in the group .,"['Michiel', 'Louter', 'writing', 'for', 'Dutch', 'magazine', 'De', 'Groene', 'Amsterdammer', 'opined', ':', 'It', 'is', 'difficult', 'to', 'believe', 'that', 'CESNUR', '-', 'director', 'Introvigne', 'was', 'not', 'up', '-', 'to', '-', 'date', 'on', 'her', 'membership', 'in', 'the', 'group', '.']",director,her,19,29,female,-1,10,1,wikipedia,15
10833,"Clara Flora Lieber ( July 10 , 1902 – December 14 , 1982 ) was an American chemist known for her work with Otto Hahn on discovering fission , and her discovery of several isotopes of strontium and barium .","['Clara', 'Flora', 'Lieber', '(', 'July', '10', ',', '1902', '–', 'December', '14', ',', '1982', ')', 'was', 'an', 'American', 'chemist', 'known', 'for', 'her', 'work', 'with', 'Otto', 'Hahn', 'on', 'discovering', 'fission', ',', 'and', 'her', 'discovery', 'of', 'several', 'isotopes', 'of', 'strontium', 'and', 'barium', '.']",chemist,her,17,30,female,-1,13,2,wikipedia,20
10834,The artist maintained an humble attitude vis - à - vis her artworks and her public .,"['The', 'artist', 'maintained', 'an', 'humble', 'attitude', 'vis', '-', 'à', '-', 'vis', 'her', 'artworks', 'and', 'her', 'public', '.']",artist,her,1,11,female,-1,10,2,wikipedia,14
10835,"There , she continued to establish her name in molecular biology , and in 1995 a television documentary called "" DNA Detective "" featured her work on insulin - related growth factors .","['There', ',', 'she', 'continued', 'to', 'establish', 'her', 'name', 'in', 'molecular', 'biology', ',', 'and', 'in', '1995', 'a', 'television', 'documentary', 'called', '""', 'DNA', 'Detective', '""', 'featured', 'her', 'work', 'on', 'insulin', '-', 'related', 'growth', 'factors', '.']",Detective,her,21,24,female,-1,3,3,wikipedia,21
10836,This Thundra later gives birth to a green skinned daughter who is the child of herself and the Hulk .,"['This', 'Thundra', 'later', 'gives', 'birth', 'to', 'a', 'green', 'skinned', 'daughter', 'who', 'is', 'the', 'child', 'of', 'herself', 'and', 'the', 'Hulk', '.']",child,herself,13,15,female,-1,2,1,wikipedia,10
10837,"With a budget of only US$ 5,000 and using a stationary camera , he told the story of a romance between a video artist , her sweet - heart and her gay friend .","['With', 'a', 'budget', 'of', 'only', 'US$', '5,000', 'and', 'using', 'a', 'stationary', 'camera', ',', 'he', 'told', 'the', 'story', 'of', 'a', 'romance', 'between', 'a', 'video', 'artist', ',', 'her', 'sweet', '-', 'heart', 'and', 'her', 'gay', 'friend', '.']",artist,her,23,25,female,-1,2,3,wikipedia,20
10838,"The photographer told her mother , Pauline , that he knew they were Jewish and deliberately entered Taft 's photograph into the contest because he "" wanted to make the Nazis ridiculous "" .","['The', 'photographer', 'told', 'her', 'mother', ',', 'Pauline', ',', 'that', 'he', 'knew', 'they', 'were', 'Jewish', 'and', 'deliberately', 'entered', 'Taft', ""'s"", 'photograph', 'into', 'the', 'contest', 'because', 'he', '""', 'wanted', 'to', 'make', 'the', 'Nazis', 'ridiculous', '""', '.']",photographer,her,1,3,female,-1,2,3,wikipedia,21
10839,Gabby agrees to let Eric and Tracy to adopt her unborn child as she is already late in her second trimester .,"['Gabby', 'agrees', 'to', 'let', 'Eric', 'and', 'Tracy', 'to', 'adopt', 'her', 'unborn', 'child', 'as', 'she', 'is', 'already', 'late', 'in', 'her', 'second', 'trimester', '.']",child,she,11,13,female,-1,2,3,wikipedia,2
10840,"The song uses the metaphor of `` flowers , '' as the singer describes that she is the flower `` that nobody can reach but you , '' the `` you '' implying her secret love .","['The', 'song', 'uses', 'the', 'metaphor', 'of', '`', '`', 'flowers', ',', ""''"", 'as', 'the', 'singer', 'describes', 'that', 'she', 'is', 'the', 'flower', '`', '`', 'that', 'nobody', 'can', 'reach', 'but', 'you', ',', ""''"", 'the', '`', '`', 'you', ""''"", 'implying', 'her', 'secret', 'love', '.']",singer,she,13,16,female,-1,3,2,wikipedia,4
10841,"Even though her English professor had praised her work , she felt the praise was undue .","['Even', 'though', 'her', 'English', 'professor', 'had', 'praised', 'her', 'work', ',', 'she', 'felt', 'the', 'praise', 'was', 'undue', '.']",professor,her,4,7,female,-1,3,3,wikipedia,21
10842,"Although the doctor who previously treated her diagnosed hypoglycemia as being due to hypopituitarism , the cause of the other symptoms remained uncertain despite a 7-mo evaluation period .","['Although', 'the', 'doctor', 'who', 'previously', 'treated', 'her', 'diagnosed', 'hypoglycemia', 'as', 'being', 'due', 'to', 'hypopituitarism', ',', 'the', 'cause', 'of', 'the', 'other', 'symptoms', 'remained', 'uncertain', 'despite', 'a', '7', '-', 'mo', 'evaluation', 'period', '.']",doctor,her,2,6,female,-1,4,1,pubmed,17
10843,"In February 2015 , Ubogagu signed with Arsenal , the club she 'd supported as a child and her British birth made it easier for her to acquire a United Kingdom work permit .","['In', 'February', '2015', ',', 'Ubogagu', 'signed', 'with', 'Arsenal', ',', 'the', 'club', 'she', ""'d"", 'supported', 'as', 'a', 'child', 'and', 'her', 'British', 'birth', 'made', 'it', 'easier', 'for', 'her', 'to', 'acquire', 'a', 'United', 'Kingdom', 'work', 'permit', '.']",child,her,16,18,female,-1,2,3,wikipedia,20
10844,"Queens of Mystery is a British comedy - drama murder - mystery series currently airing on SVOD provider Acorn TV , starring Olivia Vinall as Matilda Stone , a young detective who has been assigned to the constabulary in her fictional hometown village of Wildemarsh in England .","['Queens', 'of', 'Mystery', 'is', 'a', 'British', 'comedy', '-', 'drama', 'murder', '-', 'mystery', 'series', 'currently', 'airing', 'on', 'SVOD', 'provider', 'Acorn', 'TV', ',', 'starring', 'Olivia', 'Vinall', 'as', 'Matilda', 'Stone', ',', 'a', 'young', 'detective', 'who', 'has', 'been', 'assigned', 'to', 'the', 'constabulary', 'in', 'her', 'fictional', 'hometown', 'village', 'of', 'Wildemarsh', 'in', 'England', '.']",detective,her,30,39,female,-1,9,1,wikipedia,1
10845,"Named after the rapper , the singer gave birth to her first child , Future Zahir Wilburn on May 19 , 2014 .","['Named', 'after', 'the', 'rapper', ',', 'the', 'singer', 'gave', 'birth', 'to', 'her', 'first', 'child', ',', 'Future', 'Zahir', 'Wilburn', 'on', 'May', '19', ',', '2014', '.']",singer,her,6,10,female,-1,4,1,wikipedia,14
10846,"The child was a girl weighing 1980 g , and she had no apparent morphological abnormalities .","['The', 'child', 'was', 'a', 'girl', 'weighing', '1980', 'g', ',', 'and', 'she', 'had', 'no', 'apparent', 'morphological', 'abnormalities', '.']",child,she,1,10,female,-1,9,1,covid19,11
10847,"On investigating the grandmother could see no one , and when questioned the child said she had been chatting to a nice old lady in a black dress .","['On', 'investigating', 'the', 'grandmother', 'could', 'see', 'no', 'one', ',', 'and', 'when', 'questioned', 'the', 'child', 'said', 'she', 'had', 'been', 'chatting', 'to', 'a', 'nice', 'old', 'lady', 'in', 'a', 'black', 'dress', '.']",child,she,13,15,female,-1,2,1,wikipedia,4
10848,Nancy found out that she can not bear a child so she and James adopted a child and named her Natalie .,"['Nancy', 'found', 'out', 'that', 'she', 'can', 'not', 'bear', 'a', 'child', 'so', 'she', 'and', 'James', 'adopted', 'a', 'child', 'and', 'named', 'her', 'Natalie', '.']",child,she,9,11,female,-1,2,3,wikipedia,2
10849,"The League 's then president , Pete Kutschenreuter , said , "" During her tenure as our editor , neither rain , snow , Saturdays , broken wrist , dog bite , or illness kept her from getting out our Bulletin at press time .","['The', 'League', ""'s"", 'then', 'president', ',', 'Pete', 'Kutschenreuter', ',', 'said', ',', '""', 'During', 'her', 'tenure', 'as', 'our', 'editor', ',', 'neither', 'rain', ',', 'snow', ',', 'Saturdays', ',', 'broken', 'wrist', ',', 'dog', 'bite', ',', 'or', 'illness', 'kept', 'her', 'from', 'getting', 'out', 'our', 'Bulletin', 'at', 'press', 'time', '.']",president,her,4,13,female,-1,9,2,wikipedia,14
10850,"This year , Dr. Maraldo , NLN 's chief executive officer , shares with us her vision .","['This', 'year', ',', 'Dr.', 'Maraldo', ',', 'NLN', ""'s"", 'chief', 'executive', 'officer', ',', 'shares', 'with', 'us', 'her', 'vision', '.']",officer,her,10,15,female,-1,5,1,pubmed,17
10851,She married a French arms dealer from Bangui with whom she had five children .,"['She', 'married', 'a', 'French', 'arms', 'dealer', 'from', 'Bangui', 'with', 'whom', 'she', 'had', 'five', 'children', '.']",dealer,she,5,10,female,-1,5,2,wikipedia,2
10852,"Matthew Bramlett of "" TheWrap "" opined that Del Rey "" perfectly encapsulates her ' vintage California rich kid ' look "" in the video and described the clip as "" very chic , with just a twinge of the old Hollywood flair "" the singer had embraced in her previous visuals .","['Matthew', 'Bramlett', 'of', '""', 'TheWrap', '""', 'opined', 'that', 'Del', 'Rey', '""', 'perfectly', 'encapsulates', 'her', ""'"", 'vintage', 'California', 'rich', 'kid', ""'"", 'look', '""', 'in', 'the', 'video', 'and', 'described', 'the', 'clip', 'as', '""', 'very', 'chic', ',', 'with', 'just', 'a', 'twinge', 'of', 'the', 'old', 'Hollywood', 'flair', '""', 'the', 'singer', 'had', 'embraced', 'in', 'her', 'previous', 'visuals', '.']",singer,her,45,49,female,-1,4,2,wikipedia,14
10853,"It should be noted that this editor said on the Wikipedia help page that she works for Penguin , of which Fig Tree is a part .","['It', 'should', 'be', 'noted', 'that', 'this', 'editor', 'said', 'on', 'the', 'Wikipedia', 'help', 'page', 'that', 'she', 'works', 'for', 'Penguin', ',', 'of', 'which', 'Fig', 'Tree', 'is', 'a', 'part', '.']",editor,she,6,14,female,-1,8,1,wikipedia,4
10854,"One such piece suggests that Marițica was having intercourse with her coach driver , or with her brother - in - law Știrbei .","['One', 'such', 'piece', 'suggests', 'that', 'Marițica', 'was', 'having', 'intercourse', 'with', 'her', 'coach', 'driver', ',', 'or', 'with', 'her', 'brother', '-', 'in', '-', 'law', 'Știrbei', '.']",driver,her,12,16,female,-1,4,2,wikipedia,20
10855,"The New Yorker "" , pointing out Potente , remarked that "" [ m]ajor figures come and go , diverting the plot without registering much of an impact "" , and "" The Hollywood Reporter "" described her part as a "" small role "" and felt that the actress "" seems utterly uncomfortable in every scene "" .","['The', 'New', 'Yorker', '""', ',', 'pointing', 'out', 'Potente', ',', 'remarked', 'that', '""', '[', 'm]ajor', 'figures', 'come', 'and', 'go', ',', 'diverting', 'the', 'plot', 'without', 'registering', 'much', 'of', 'an', 'impact', '""', ',', 'and', '""', 'The', 'Hollywood', 'Reporter', '""', 'described', 'her', 'part', 'as', 'a', '""', 'small', 'role', '""', 'and', 'felt', 'that', 'the', 'actress', '""', 'seems', 'utterly', 'uncomfortable', 'in', 'every', 'scene', '""', '.']",Reporter,her,34,37,female,-1,3,1,wikipedia,21
10856,Hemmant has also been commissioned as a portrait painter and her works have been exhibited in a one - woman show in Bellagio in Italy .,"['Hemmant', 'has', 'also', 'been', 'commissioned', 'as', 'a', 'portrait', 'painter', 'and', 'her', 'works', 'have', 'been', 'exhibited', 'in', 'a', 'one', '-', 'woman', 'show', 'in', 'Bellagio', 'in', 'Italy', '.']",painter,her,8,10,female,-1,2,1,wikipedia,20
10857,Waters ' father was a jazz musician and her uncle was the lead saxophonist with MFSB .,"['Waters', ""'"", 'father', 'was', 'a', 'jazz', 'musician', 'and', 'her', 'uncle', 'was', 'the', 'lead', 'saxophonist', 'with', 'MFSB', '.']",musician,her,6,8,female,-1,2,1,wikipedia,20
10858,"The singer herself stated that : "" You can feel the lyrics and the dark and sad but if you combine it with , brings a little to the dark humor as well .","['The', 'singer', 'herself', 'stated', 'that', ':', '""', 'You', 'can', 'feel', 'the', 'lyrics', 'and', 'the', 'dark', 'and', 'sad', 'but', 'if', 'you', 'combine', 'it', 'with', ',', 'brings', 'a', 'little', 'to', 'the', 'dark', 'humor', 'as', 'well', '.']",singer,herself,1,2,female,-1,1,1,wikipedia,10
10859,The president was so touched by her letter that he invited her to the oval office .,"['The', 'president', 'was', 'so', 'touched', 'by', 'her', 'letter', 'that', 'he', 'invited', 'her', 'to', 'the', 'oval', 'office', '.']",president,her,1,6,female,-1,5,3,wikipedia,1
10860,"Her philanthropic work in AIDS research , medicine , and child welfare continued into her old age .","['Her', 'philanthropic', 'work', 'in', 'AIDS', 'research', ',', 'medicine', ',', 'and', 'child', 'welfare', 'continued', 'into', 'her', 'old', 'age', '.']",child,her,10,14,female,-1,4,2,wikipedia,15
10861,The French economist is one of her children .,"['The', 'French', 'economist', 'is', 'one', 'of', 'her', 'children', '.']",economist,her,2,6,female,-1,4,1,wikipedia,14
10862,"An opera singer herself , DiDonato knew how to convey Heggie 's profound insight into "" the poignant subtext of this ' confessional ' .","['An', 'opera', 'singer', 'herself', ',', 'DiDonato', 'knew', 'how', 'to', 'convey', 'Heggie', ""'s"", 'profound', 'insight', 'into', '""', 'the', 'poignant', 'subtext', 'of', 'this', ""'"", 'confessional', ""'"", '.']",singer,herself,2,3,female,-1,1,1,wikipedia,10
10863,"The next flashback centers on Shaw , at that time a physician , being interviewed over her lack of sympathy for her patients .","['The', 'next', 'flashback', 'centers', 'on', 'Shaw', ',', 'at', 'that', 'time', 'a', 'physician', ',', 'being', 'interviewed', 'over', 'her', 'lack', 'of', 'sympathy', 'for', 'her', 'patients', '.']",physician,her,11,16,female,-1,5,2,wikipedia,1
10864,He abandons his child because she is of a lower class than he is .,"['He', 'abandons', 'his', 'child', 'because', 'she', 'is', 'of', 'a', 'lower', 'class', 'than', 'he', 'is', '.']",child,she,3,5,female,-1,2,4,wikipedia,2
10865,"He is shocked when the doctor -LRB- Prakash Raj -RRB- informs that she has final-stage pancreatic cancer , and that she will die in a few months .","['He', 'is', 'shocked', 'when', 'the', 'doctor', '-LRB-', 'Prakash', 'Raj', '-RRB-', 'informs', 'that', 'she', 'has', 'final', '-', 'stage', 'pancreatic', 'cancer', ',', 'and', 'that', 'she', 'will', 'die', 'in', 'a', 'few', 'months', '.']",doctor,she,5,22,female,-1,15,3,wikipedia,4
10866,"The director of "" Kuselan "" , P. Vasu , supported her move and cast her in two of his subsequent films – the Kannada horror - comedy "" Aptharakshaka "" ( 2010 ) and its Telugu remake , "" Nagavalli "" ( 2010 ) .","['The', 'director', 'of', '""', 'Kuselan', '""', ',', 'P.', 'Vasu', ',', 'supported', 'her', 'move', 'and', 'cast', 'her', 'in', 'two', 'of', 'his', 'subsequent', 'films', '–', 'the', 'Kannada', 'horror', '-', 'comedy', '""', 'Aptharakshaka', '""', '(', '2010', ')', 'and', 'its', 'Telugu', 'remake', ',', '""', 'Nagavalli', '""', '(', '2010', ')', '.']",director,her,1,11,female,-1,10,3,wikipedia,21
10867,However when a plane lands nearby he meets an attractive French singer and her unscrupulous fiancée who is so impressed by Cesar 's horse that he arranges to have it stolen to enter in a horse race under a false name .,"['However', 'when', 'a', 'plane', 'lands', 'nearby', 'he', 'meets', 'an', 'attractive', 'French', 'singer', 'and', 'her', 'unscrupulous', 'fiancée', 'who', 'is', 'so', 'impressed', 'by', 'Cesar', ""'s"", 'horse', 'that', 'he', 'arranges', 'to', 'have', 'it', 'stolen', 'to', 'enter', 'in', 'a', 'horse', 'race', 'under', 'a', 'false', 'name', '.']",singer,her,11,13,female,-1,2,3,wikipedia,20
10868,"Her coach , Lorraine Borman , was called the "" Wizard of Roz "" and established her student 's artistry as her strong point in her skating .","['Her', 'coach', ',', 'Lorraine', 'Borman', ',', 'was', 'called', 'the', '""', 'Wizard', 'of', 'Roz', '""', 'and', 'established', 'her', 'student', ""'s"", 'artistry', 'as', 'her', 'strong', 'point', 'in', 'her', 'skating', '.']",coach,her,1,21,female,-1,20,4,wikipedia,1
10869,Miss Marple is interested to know if Miss Barton suddenly put on weight during this period and the doctor confirms that she had done so .,"['Miss', 'Marple', 'is', 'interested', 'to', 'know', 'if', 'Miss', 'Barton', 'suddenly', 'put', 'on', 'weight', 'during', 'this', 'period', 'and', 'the', 'doctor', 'confirms', 'that', 'she', 'had', 'done', 'so', '.']",doctor,she,18,21,female,-1,3,1,wikipedia,4
10870,"Her father , Ronald Vetter , is a long - standing athletics coach and her mother , Gerda Vetter - Blokziel a two - time Dutch javelin champion .","['Her', 'father', ',', 'Ronald', 'Vetter', ',', 'is', 'a', 'long', '-', 'standing', 'athletics', 'coach', 'and', 'her', 'mother', ',', 'Gerda', 'Vetter', '-', 'Blokziel', 'a', 'two', '-', 'time', 'Dutch', 'javelin', 'champion', '.']",coach,her,12,14,female,-1,2,2,wikipedia,20
10871,"Allard finished the season with her arm in a sling and decided to go to a doctor , who told her that she had a dead arm and her playing days were over .","['Allard', 'finished', 'the', 'season', 'with', 'her', 'arm', 'in', 'a', 'sling', 'and', 'decided', 'to', 'go', 'to', 'a', 'doctor', ',', 'who', 'told', 'her', 'that', 'she', 'had', 'a', 'dead', 'arm', 'and', 'her', 'playing', 'days', 'were', 'over', '.']",doctor,she,16,22,female,-1,6,4,wikipedia,4
10872,"(; ) is a Yemeni physician and activist , noted for her work dealing with starvation in the Yemeni city of Hudaydah .","['(;', ')', 'is', 'a', 'Yemeni', 'physician', 'and', 'activist', ',', 'noted', 'for', 'her', 'work', 'dealing', 'with', 'starvation', 'in', 'the', 'Yemeni', 'city', 'of', 'Hudaydah', '.']",physician,her,5,11,female,-1,6,1,wikipedia,14
10873,"Canadian singer Jill Barber covered the song in her French album "" Chansons , ' which was released in 2013 .","['Canadian', 'singer', 'Jill', 'Barber', 'covered', 'the', 'song', 'in', 'her', 'French', 'album', '""', 'Chansons', ',', ""'"", 'which', 'was', 'released', 'in', '2013', '.']",singer,her,1,8,female,-1,7,1,wikipedia,15
10874,"Following her performance in the FIH Pro League , Germany head coach Xavier Reckinger named Grote in the final squad for the 2019 EuroHockey Nations Championship in Antwerp , Belgium .","['Following', 'her', 'performance', 'in', 'the', 'FIH', 'Pro', 'League', ',', 'Germany', 'head', 'coach', 'Xavier', 'Reckinger', 'named', 'Grote', 'in', 'the', 'final', 'squad', 'for', 'the', '2019', 'EuroHockey', 'Nations', 'Championship', 'in', 'Antwerp', ',', 'Belgium', '.']",coach,her,11,1,female,-1,10,1,wikipedia,15
10875,"American pop rock singer Marié Digby also covered it for her 2009 album "" Second Home "" .","['American', 'pop', 'rock', 'singer', 'Marié', 'Digby', 'also', 'covered', 'it', 'for', 'her', '2009', 'album', '""', 'Second', 'Home', '""', '.']",singer,her,3,10,female,-1,7,1,wikipedia,15
